Date,Price,Model_Prediction,Bet_Size
2023-05-26,0.7919479889173093,-0.0,-0.2571124525200772
2023-05-30,0.7880802772523428,0.0,-0.2433658885305514
2023-05-31,0.7808493120434363,-0.0,-0.28509088673582816
2023-06-01,0.7910194307198184,-0.0,-0.33978615118017075
2023-06-02,0.802460230010646,-0.0,-0.2589331453659679
2023-06-05,0.7950644546000776,-0.0,-0.3178707539688206
2023-06-06,0.7955554651204668,-0.0,-0.3001545794745456
2023-06-07,0.7902241463210924,-0.0,-0.27206198962258044
2023-06-08,0.7961502634587792,-0.0,-0.30209265473198876
2023-06-09,0.7956378629672916,-0.0,-0.18735219537449022
2023-06-12,0.8030104112298737,-0.0,-0.260463566317751
2023-06-13,0.8058822981558391,-0.0,-0.2501312646415197
2023-06-14,0.8034030418278997,-0.0,-0.20884097907461896
2023-06-15,0.8135276135034637,-0.0,-0.06572155170759464
2023-06-16,0.8050162696655114,-0.0,0.039323528636378224
2023-06-20,0.7984817006563736,-0.0,-0.02248770359634289
2023-06-21,0.7936693354574373,-0.0,-0.04850999525297728
2023-06-22,0.7983395114112897,-0.0,-0.17530677011742435
2023-06-23,0.7896589262285936,-0.0,-0.1597833499259026
2023-06-26,0.7872373762868126,-0.0,-0.23066394379758293
2023-06-27,0.7996614220566043,-0.0,-0.2886630928840255
2023-06-28,0.7973232922868316,-0.0,-0.2924351979474402
2023-06-29,0.8000963211487333,-0.0,-0.2998148486827552
2023-06-30,0.8099539931966682,-0.0,-0.2147676361236459
2023-07-03,0.806646002711096,-0.0,-0.2937766919862481
2023-07-05,0.8029111420084414,-0.0,-0.291981296552436
2023-07-06,0.7941378852873013,-0.0,-0.30916263369097297
2023-07-07,0.7931242884383467,-0.0,-0.16837922057949273
2023-07-10,0.7965230394695828,-0.0,-0.23222493869969307
2023-07-11,0.8022341018214831,-0.0,-0.27748936823052284
2023-07-12,0.808007281400636,-0.0,-0.18500825034233181
2023-07-13,0.8125479666314881,-0.0,-0.2561252098281206
2023-07-14,0.8080588365089767,-0.0,-0.05072424209407289
2023-07-17,0.8098877890140823,-0.0,-0.1664192152032642
2023-07-18,0.8150853354884315,-0.0,0.06875740891266413
2023-07-19,0.8138159677522987,-0.0,0.06691334135807381
2023-07-20,0.8047639042163919,-1.0,0.16594721405194002
2023-07-21,0.8053112900482722,-0.0,0.04971702904696973
2023-07-24,0.809377021935398,-0.0,0.0005795804013148942
2023-07-25,0.8102724327102173,-0.0,-0.1600037452329921
2023-07-26,0.8086506271773519,-0.0,-0.17855921964039423
2023-07-27,0.8009372373350772,-0.0,-0.12541401149627773
2023-07-28,0.8118835402732119,-0.0,-0.09746034690585392
2023-07-31,0.8109048656097011,-0.0,0.02141264564798462
2023-08-01,0.8062710254570993,-0.0,-0.16221874583889861
2023-08-02,0.7920997698939711,-0.0,-0.10963832731183287
2023-08-03,0.7929635248764209,-0.0,-0.27812274062128495
2023-08-04,0.7902950795129131,-0.0,-0.18231147266641545
2023-08-07,0.8010418248647788,-0.0,-0.29478746438152403
2023-08-08,0.7948765684754813,-0.0,-0.32015991420539636
2023-08-09,0.788981112429676,-0.0,-0.2924257187512438
2023-08-10,0.7915267314682515,-0.0,-0.3676173027185593
2023-08-11,0.7915778681967938,-0.0,-0.32778578649841705
2023-08-14,0.7975968163862897,-0.0,-0.2942983670900584
2023-08-15,0.7844810910575655,-0.0,-0.3334450182677122
2023-08-16,0.7801979093731379,-0.0,-0.3716663308495871
2023-08-17,0.7757431700391244,-0.0,-0.3798104163173386
2023-08-18,0.7798091644327085,-0.0,-0.37371439138381957
2023-08-21,0.7877110989420189,-0.0,-0.4671673464795344
2023-08-22,0.7839631604415462,0.0,-0.4478241927249098
2023-08-23,0.7958122639804648,-0.0,-0.439594497922151
2023-08-24,0.7789089153518312,-0.0,-0.3165124385974185
2023-08-25,0.7892279014823478,-0.0,-0.3897761764217882
2023-08-28,0.79445811745037,-0.0,-0.37246160712531795
2023-08-29,0.8067260923676507,-0.0,-0.2671295623028347
2023-08-30,0.8058111059397115,-0.0,-0.29714933906630236
2023-08-31,0.8012097835412781,-0.0,-0.3178178760627467
2023-09-01,0.8019650292089393,-0.0,-0.3321736003626172
2023-09-05,0.7962134829073371,-0.0,-0.2592375081481775
2023-09-06,0.7899112679657696,-0.0,-0.1758754747576624
2023-09-07,0.7886740514968551,-0.0,-0.2350473299357454
2023-09-08,0.791551759775599,-0.0,-0.31605602148741874
2023-09-11,0.7981196134830144,-0.0,-0.3222251613259013
2023-09-12,0.7907039916667822,-0.0,-0.30806790115976557
2023-09-13,0.7928405863110628,-0.0,-0.31070088932587625
2023-09-14,0.8012420783122449,-0.0,-0.26701762790751693
2023-09-15,0.7864444127244239,-0.0,-0.272526380467057
2023-09-18,0.7896698090013379,-0.0,-0.27612083158067047
2023-09-19,0.7880833682066211,-0.0,-0.33778939429003163
2023-09-20,0.7796880150491177,-0.0,-0.3503058384566946
2023-09-21,0.7661077448709612,-0.0,-0.20751694782427954
2023-09-22,0.7699880409641127,-0.0,-0.33076620330643647
2023-09-25,0.7772500522008565,-0.0,-0.25394027111776163
2023-09-26,0.7628377101912696,-0.0,-0.05656631711385529
2023-09-27,0.7683342447469226,-0.0,-0.06602138798204782
2023-09-28,0.7761014174366698,-0.0,-0.1654231111667429
2023-09-29,0.7732281035604132,-0.0,-0.04721006133750261
2023-10-02,0.7738965973586787,-0.0,-0.1617978154071229
2023-10-03,0.7611871728321722,-0.0,-0.08198229198644036
2023-10-04,0.7730377188922573,-0.0,-0.09403540830128443
2023-10-05,0.7723464696997606,-0.0,-0.1894520251063635
2023-10-06,0.7846799743717279,-0.0,-0.09880060223673148
2023-10-09,0.7879929651491446,-0.0,-0.07933443801018247
2023-10-10,0.7904449582212374,0.0,-0.07334238501256052
2023-10-11,0.7919656813113818,-0.0,-0.3238733240792534
2023-10-12,0.7835453125566723,-0.0,-0.2760286489451407
2023-10-13,0.7793265250534196,-0.0,-0.35373288265264
2023-10-16,0.7912713218377849,-0.0,-0.41325600227555337
2023-10-17,0.7885103104960249,-0.0,-0.3352480767297352
2023-10-18,0.7742081024798448,-0.0,-0.3294240878119723
2023-10-19,0.7689045479850201,-0.0,-0.27431551806462595
2023-10-20,0.7602540500607518,-0.0,-0.09245171311430278
2023-10-23,0.7636976663668538,-0.0,-0.0492180876339573
2023-10-24,0.7738911395427559,-0.0,-0.048230125592561235
2023-10-25,0.7586886675254458,-0.0,0.06327192560551387
2023-10-26,0.751225506313129,-0.0,0.09419000125349708
2023-10-27,0.7521449395490407,-0.0,0.10579708968040547
2023-10-30,0.7678327559650064,-0.0,0.1022558666126605
2023-10-31,0.7725835018911793,-0.0,0.14164004119002915
2023-11-01,0.781499277477141,-1.0,0.282890818134653
2023-11-02,0.7970359811440222,-0.0,0.1299651672151767
2023-11-03,0.7993484677416465,-0.0,0.06521225897795668
2023-11-06,0.7964344817821125,-0.0,-0.19681014988981227
2023-11-07,0.7962467262296258,-0.0,-0.24206755776571232
2023-11-08,0.7944462658991931,-0.0,-0.3290683581084908
2023-11-09,0.7849613819313896,-0.0,-0.35391579656667704
2023-11-10,0.8017131297363864,-0.0,-0.2752125748908325
2023-11-13,0.7961349477971815,-0.0,-0.32721510457141534
2023-11-14,0.8138430478950953,-0.0,-0.08124748719456865
2023-11-15,0.8091718255190781,-0.0,0.018593684954928635
2023-11-16,0.8069804474517701,-0.0,-0.10604017970914559
2023-11-17,0.805889038214084,-0.0,-0.07650906877689978
2023-11-20,0.81165766760531,-0.0,-0.17141623162476338
2023-11-21,0.805890774909062,-0.0,0.00220939094055983
2023-11-22,0.8085887975753483,-0.0,-0.17395574199904673
2023-11-24,0.8069942323289387,-0.0,-0.10317085154147998
2023-11-27,0.8037212436861187,-0.0,-0.16662490413622466
2023-11-28,0.8042074669562211,-0.0,-0.1865833959829214
2023-11-29,0.8025553131197025,-0.0,-0.19338859428648913
2023-11-30,0.8059874979162007,-0.0,-0.1304448849956399
2023-12-01,0.8101764235928037,-0.0,-0.12669464901641914
2023-12-04,0.802235590456549,-0.0,-0.1686481359565386
2023-12-05,0.8023092723664398,-0.0,-0.22580034051175457
2023-12-06,0.7979562924934793,-0.0,-0.17813577360785748
2023-12-07,0.8063654324211962,-0.0,-0.22285238980195754
2023-12-08,0.8083986969627768,-0.0,-0.1723654452611605
2023-12-11,0.8100574558743379,-0.0,-0.2633518934023198
2023-12-12,0.8123559671816096,-0.0,-0.22439045198845542
2023-12-13,0.8235083292992753,-0.0,0.06150269492371452
2023-12-14,0.8212815792049364,-0.0,0.13399083868059436
2023-12-15,0.8162885763680023,-1.0,0.3010321749783156
2023-12-18,0.8204903256927194,-1.0,0.2815381587774515
2023-12-19,0.8236702017292856,-1.0,0.25211703772522687
2023-12-20,0.8063220644871629,-1.0,0.17945028418480824
2023-12-21,0.8181414008879768,-0.0,0.1148809915988207
2023-12-22,0.8174724316218622,-0.0,0.1132913965932889
2023-12-26,0.8198697000226209,-1.0,0.1977175064017216
2023-12-27,0.8193087394142093,-1.0,0.24231172077258067
2023-12-28,0.8178395757742987,-1.0,0.25538808503932486
2023-12-29,0.8136585767954614,-1.0,0.21844690670452183
2024-01-02,0.8079627897346207,-1.0,0.21430620347879192
2024-01-03,0.800955886382944,-0.0,-0.029690889143924037
2024-01-04,0.800261546946019,-0.0,-0.07868839710903919
2024-01-05,0.803297428921713,-0.0,-0.1035388324952935
2024-01-08,0.8176457589968198,-0.0,-0.0548554756236691
2024-01-09,0.8119798519920289,-0.0,-0.06121751702007483
2024-01-10,0.8165982575441033,-1.0,0.1687746702128634
2024-01-11,0.8137318593692386,-1.0,0.21872332504690273
2024-01-12,0.8133954050460499,-1.0,0.29024339234562624
2024-01-16,0.8087455394621132,-1.0,0.2655493370814783
2024-01-17,0.8035857998923737,-0.0,0.06112383009062694
2024-01-18,0.8139333470844532,-0.0,0.07282353609725711
2024-01-19,0.8239821936458718,-0.0,0.13999212947558903
2024-01-22,0.8214921520000553,-1.0,0.17331666697672032
2024-01-23,0.8218823377495958,-1.0,0.3110423259925421
2024-01-24,0.8206747967618249,-1.0,0.2848527900229305
2024-01-25,0.8244394518252847,-1.0,0.22787384837113067
2024-01-26,0.8204388424863911,-1.0,0.19372593235544255
2024-01-29,0.8272748248029469,-1.0,0.24217838796738245
2024-01-30,0.8232232141503335,-1.0,0.24372253077183492
2024-01-31,0.8054091344476113,-1.0,0.19728108634310626
2024-02-01,0.8222955876026452,-0.0,0.05505887577857327
2024-02-02,0.8297373659803231,-0.0,0.14294911631272877
2024-02-05,0.8218304379834969,-0.0,0.1428641837934168
2024-02-06,0.8239703112338121,-1.0,0.25144086133230337
2024-02-07,0.8305580210780183,-1.0,0.2525986152063544
2024-02-08,0.8274739701621305,-1.0,0.2207121976033608
2024-02-09,0.831422889998013,-1.0,0.24015206345092066
2024-02-12,0.8280337074437352,-1.0,0.24372253077183492
2024-02-13,0.8127363328469972,-1.0,0.20003810323055848
2024-02-14,0.8248498243306202,-1.0,0.21687008288819887
2024-02-15,0.8295709206779023,-0.0,0.14722150626976616
2024-02-16,0.8216217392894549,-1.0,0.18858233555713677
2024-02-20,0.8162195186425798,-1.0,0.19068382466423217
2024-02-21,0.8183379447482952,-1.0,0.2647438937134379
2024-02-22,0.8386521019182567,-1.0,0.1619945238926812
2024-02-23,0.832969291565731,-1.0,0.24217838796738245
2024-02-26,0.8266745295679829,-1.0,0.24907970176132932
2024-02-27,0.828059154699953,-1.0,0.20361966465345738
2024-02-28,0.8254168311751169,-1.0,0.24372253077183492
2024-02-29,0.8285083938599636,-1.0,0.1874423415957902
2024-03-01,0.836179611322482,-1.0,0.19372593235544255
2024-03-04,0.8313669018564616,-1.0,0.2207121976033608
2024-03-05,0.8199327770152811,-1.0,0.17935330520420023
2024-03-06,0.8269350679363736,-1.0,0.21232275861107253
2024-03-07,0.835486583121182,-1.0,0.24372253077183492
2024-03-08,0.8258321642561404,-1.0,0.1874423415957902
2024-03-11,0.8251944897697623,-1.0,0.19638459280071086
2024-03-12,0.8357098726094119,-1.0,0.17935330520420023
2024-03-13,0.830536696387056,-1.0,0.24372253077183492
2024-03-14,0.8274852508315886,-1.0,0.2049750988801402
2024-03-15,0.8203054269561356,-1.0,0.19899627853522017
2024-03-18,0.8277732734674279,-1.0,0.1874423415957902
2024-03-19,0.8317443405096965,-1.0,0.24217838796738245
2024-03-20,0.8385912237581454,-1.0,0.20384234026121462
2024-03-21,0.8380157719539261,-1.0,0.2248447863975911
2024-03-22,0.8333711281123088,-1.0,0.1874423415957902
2024-03-25,0.829640116866047,-1.0,0.2207121976033608
2024-03-26,0.8277034154730023,-1.0,0.24015206345092066
2024-03-27,0.8361331922092603,-1.0,0.1874423415957902
2024-03-28,0.8331074198984023,-1.0,0.19899627853522017
2024-04-01,0.830153435703914,-1.0,0.24217838796738245
2024-04-02,0.823421550329793,-1.0,0.17935330520420023
2024-04-03,0.8259001955950458,-1.0,0.24217838796738245
2024-04-04,0.8134438652576899,-1.0,0.3816632226847756
2024-04-05,0.8273031556520429,-1.0,0.30373306208351547
2024-04-08,0.8257726056165664,-1.0,0.16814788234764322
2024-04-09,0.8261193880064726,-1.0,0.2257604166739502
2024-04-10,0.8152374145433976,-1.0,0.1928392595629842
2024-04-11,0.8252787253577516,-1.0,0.24198233947115733
2024-04-12,0.8097797173085981,-1.0,0.30410986707560395
2024-04-15,0.8007975444318696,-0.0,-0.0028955063749678267
2024-04-16,0.8038468863267152,-0.0,-0.10617878781420442
2024-04-17,0.8003008903875646,-0.0,-0.13651509537847917
2024-04-18,0.8012404015345478,-0.0,-0.23495055268676612
2024-04-19,0.7944815613081309,-0.0,-0.1813706068485712
2024-04-22,0.807373025860346,-0.0,-0.32779357596963976
2024-04-23,0.8180748429442994,-0.0,-0.2303826146068252
2024-04-24,0.8141502150852391,-0.0,0.06436040382932329
2024-04-25,0.8094499668985273,-0.0,0.10410380603235558
2024-04-26,0.8195641096428536,-0.0,0.14708602728099773
2024-04-29,0.8203903771165892,-1.0,0.18330967656697839
2024-04-30,0.8024016504032465,-0.0,0.09629019715751541
2024-05-01,0.8030097718615563,-0.0,-0.00504877207372012
2024-05-02,0.8143672585463841,-0.0,0.004698947449854662
2024-05-03,0.8247388077190356,-0.0,0.0877499158706212
2024-05-06,0.8308184529278169,-0.0,0.14283303232780953
2024-05-07,0.82729677208025,-1.0,0.3458974890123383
2024-05-08,0.8250830278531227,-1.0,0.3168887660108892
2024-05-09,0.8294466222359986,-1.0,0.2645007099102641
2024-05-10,0.8280433688497109,-1.0,0.2207121976033608
2024-05-13,0.8264443027473805,-1.0,0.20361966465345738
2024-05-14,0.8298979042103802,-1.0,0.24372253077183492
2024-05-15,0.8399969455246721,-1.0,0.24217838796738245
2024-05-16,0.8330903269067678,-1.0,0.2207121976033608
2024-05-17,0.8330084136915392,-1.0,0.24217838796738245
2024-05-20,0.8325309163722503,-1.0,0.20361966465345738
2024-05-21,0.833530254919518,-1.0,0.20361966465345738
2024-05-22,0.8289122755148526,-1.0,0.2207121976033608
2024-05-23,0.8213826811171083,-1.0,0.24372253077183492
2024-05-24,0.8296480239191792,-1.0,0.2207121976033608
2024-05-28,0.8286096529053326,-1.0,0.20361966465345738
2024-05-29,0.8206198611602149,-1.0,0.2207121976033608
2024-05-30,0.8154449217082931,-1.0,0.20889148814247482
2024-05-31,0.8267351879677527,-1.0,0.17537907749986892
2024-06-03,0.825498791260439,-1.0,0.20748738275131173
2024-06-04,0.8256929526181054,-1.0,0.2169829374450265
2024-06-05,0.836650317700407,-1.0,0.24907970176132932
2024-06-06,0.8325707525625408,-1.0,0.20361966465345738
2024-06-07,0.8297123398346562,-1.0,0.2207121976033608
2024-06-10,0.8321103773818024,-1.0,0.20361966465345738
2024-06-11,0.8329300252225247,-1.0,0.20361966465345738
2024-06-12,0.8394967439529095,-1.0,0.24217838796738245
2024-06-13,0.8381221578522764,-1.0,0.2207121976033608
2024-06-14,0.8365569437128704,-1.0,0.20361966465345738
2024-06-17,0.8430119072839961,-1.0,0.24372253077183492
2024-06-18,0.8421479483030945,-1.0,0.2207121976033608
2024-06-20,0.8370179545268872,-1.0,0.19751233963905723
2024-06-21,0.8350653243451074,-1.0,0.24015206345092066
2024-06-24,0.8314250449597544,-1.0,0.2207121976033608
2024-06-25,0.835670813449024,-1.0,0.20361966465345738
2024-06-26,0.8355463230051665,-1.0,0.20361966465345738
2024-06-27,0.836013971496067,-1.0,0.20361966465345738
2024-06-28,0.830881908307032,-1.0,0.17868260915641887
2024-07-01,0.8333704120301872,-1.0,0.20361966465345738
2024-07-02,0.8392693286179664,-1.0,0.20361966465345738
2024-07-03,0.8412022599564972,-1.0,0.20361966465345738
2024-07-05,0.8444725739884458,-1.0,0.2207121976033608
2024-07-08,0.8426318247718676,-1.0,0.20361966465345738
2024-07-09,0.8417437498830793,-1.0,0.20361966465345738
2024-07-10,0.8501035314964911,-1.0,0.20361966465345738
2024-07-11,0.8374650894584823,-1.0,0.2207121976033608
2024-07-12,0.8444915469694259,-1.0,0.2207121976033608
2024-07-15,0.8449714529103725,-1.0,0.20361966465345738
2024-07-16,0.8488999426302204,-1.0,0.20361966465345738
2024-07-17,0.8318399258899634,-1.0,0.24372253077183492
2024-07-18,0.8268444673599875,-1.0,0.2946294302361685
2024-07-19,0.8228746763655206,-1.0,0.4386299528273305
2024-07-22,0.8358852001010302,-1.0,0.2207121976033608
2024-07-23,0.8321984952927997,-1.0,0.20361966465345738
2024-07-24,0.8091186588787602,-1.0,0.3015267537491324
2024-07-25,0.8105445433881373,-0.0,0.056009672970025015
2024-07-26,0.8254282588705388,-0.0,0.07060029006077229
2024-07-29,0.8243586756175914,-1.0,0.20367708021053588
2024-07-30,0.8189381458185965,-1.0,0.30202896355413666
2024-07-31,0.8365266136471075,-1.0,0.5217414272335135
2024-08-01,0.8179430274488579,-1.0,0.4160275583004154
2024-08-02,0.802017074870709,-1.0,0.24919626792647387
2024-08-05,0.7788066696492129,1.0,0.47373046990952616
2024-08-06,0.7991279625523449,-0.0,0.13159485628619683
2024-08-07,0.7940430876678635,-0.0,0.04388849700443731
2024-08-08,0.8205360793799503,-0.0,-0.11021263448307916
2024-08-09,0.8200139108682301,-0.0,0.15454452114224115
2024-08-12,0.8181661721960927,-1.0,0.32094298639275376
2024-08-13,0.8335191901096808,-1.0,0.4413321523133926
2024-08-14,0.8313487820053211,-1.0,0.4565703705003079
2024-08-15,0.845456404006586,-1.0,0.19638459280071086
2024-08-16,0.8411598294336251,-1.0,0.20361966465345738
2024-08-19,0.8472894629404282,-1.0,0.20361966465345738
2024-08-20,0.8408883155992983,-1.0,0.2243459785434625
2024-08-21,0.8424703955141544,-1.0,0.40235015621541503
2024-08-22,0.8321468785243047,-1.0,0.4360200595278445
2024-08-23,0.8436165765810566,-1.0,0.2243459785434625
2024-08-26,0.8377822297345459,-1.0,0.38248096661035325
2024-08-27,0.8383327869348411,-1.0,0.16466781550369047
2024-08-28,0.831280797420817,-1.0,0.3957461924701424
2024-08-29,0.8322705121949117,-1.0,0.16466781550369047
2024-08-30,0.8416618016996127,-1.0,0.24217838796738245
2024-09-03,0.817756952588506,-1.0,0.42474777135169584
2024-09-04,0.820646436156288,-1.0,0.3738150268112779
2024-09-05,0.8201348923304819,-1.0,0.38667819698161265
2024-09-06,0.8046572590526173,-1.0,0.2746741450996273
2024-09-09,0.8215175768054852,-0.0,0.10206093662829208
2024-09-10,0.8246455289043118,-1.0,0.27965800613808023
2024-09-11,0.8335776676648212,-1.0,0.2842299051362773
2024-09-12,0.8385671677832063,-1.0,0.40457600277615624
2024-09-13,0.8400305804158092,-1.0,0.4478553934188034
2024-09-16,0.8383504132206197,-1.0,0.3760069859875719
2024-09-17,0.8367728631224534,-1.0,0.3957461924701424
2024-09-18,0.8324935324779004,-1.0,0.43418182450708653
2024-09-19,0.8493969935847678,-1.0,0.35437716941045694
2024-09-20,0.842191148409392,-1.0,0.3560765549045932
2024-09-23,0.8430169383771213,-1.0,0.24167364345468645
2024-09-24,0.8439123968728799,-1.0,0.18137917016049387
2024-09-25,0.8396486410803448,-1.0,0.16466781550369047
2024-09-26,0.8430526364239022,-1.0,0.18137917016049387
2024-09-27,0.8397244233285743,-1.0,0.3957461924701424
2024-09-30,0.8431160747718351,-1.0,0.44105752781634244
2024-10-01,0.83227336850371,-1.0,0.3465452928572579
2024-10-02,0.8343945239641206,-1.0,0.3616138755014986
2024-10-03,0.8326231193502096,-1.0,0.38667819698161265
2024-10-04,0.842075103004051,-1.0,0.3810719542248968
2024-10-07,0.8302526472368248,-1.0,0.38444328457819976
2024-10-08,0.8413019179484529,-1.0,0.35449202886006703
2024-10-09,0.8456135643086542,-1.0,0.3671139720246819
2024-10-10,0.8407780161215666,-1.0,0.38667819698161265
2024-10-11,0.8458740560154574,-1.0,0.38667819698161265
2024-10-14,0.8514703969671382,-1.0,0.3671139720246819
2024-10-15,0.8399760106165512,-1.0,0.41328077548990105
2024-10-16,0.8449099588716864,-1.0,0.3616138755014986
2024-10-17,0.843319421181242,-1.0,0.3616138755014986
2024-10-18,0.8462133974516783,-1.0,0.3760069859875719
2024-10-21,0.8426950311979642,-1.0,0.3760069859875719
2024-10-22,0.841644563603392,-1.0,0.3760069859875719
2024-10-23,0.8320334220649581,-1.0,0.3810719542248968
2024-10-24,0.8364655073221083,-1.0,0.3616138755014986
2024-10-25,0.8359789313807671,-1.0,0.38667819698161265
2024-10-28,0.8390633972251207,-1.0,0.3671139720246819
2024-10-29,0.8396334020043623,-1.0,0.3810719542248968
2024-10-30,0.8356285348523889,-1.0,0.38667819698161265
2024-10-31,0.8161985184584131,-1.0,0.429520394627124
2024-11-01,0.8262489478050616,-1.0,0.37647896035067685
2024-11-04,0.8247277589791331,-1.0,0.32924466708176503
2024-11-05,0.8379265524415844,-1.0,0.3671139720246819
2024-11-06,0.8594431621421972,-1.0,0.4390804694709385
2024-11-07,0.8588495920145505,-1.0,0.19232407943441987
2024-11-08,0.8577780126346317,-1.0,0.2207121976033608
2024-11-11,0.8548152605826473,-1.0,0.20361966465345738
2024-11-12,0.8492451750246568,-1.0,0.2207121976033608
2024-11-13,0.8490323880208805,-1.0,0.2207121976033608
2024-11-14,0.841519241043815,-1.0,0.20361966465345738
2024-11-15,0.8296882249442392,-1.0,0.35437716941045694
2024-11-18,0.8375663426821749,-1.0,0.16466781550369047
2024-11-19,0.8410622606653257,-1.0,0.40235015621541503
2024-11-20,0.8403096320730041,-1.0,0.3957461924701424
2024-11-21,0.8451071106160555,-1.0,0.40235015621541503
2024-11-22,0.8462197660145314,-1.0,0.16466781550369047
2024-11-25,0.8477950852722707,-1.0,0.2207121976033608
2024-11-26,0.8510497236733743,-1.0,0.2207121976033608
2024-11-27,0.8454217754482531,-1.0,0.20361966465345738
2024-11-29,0.8512293052570925,-1.0,0.20361966465345738
2024-12-02,0.8505662250679977,-1.0,0.20361966465345738
2024-12-03,0.849297405794446,-1.0,0.20361966465345738
2024-12-04,0.8543026979546573,-1.0,0.2207121976033608
2024-12-05,0.8499507209408677,-1.0,0.20361966465345738
2024-12-06,0.8509972539934809,-1.0,0.20361966465345738
2024-12-09,0.8444757832307399,-1.0,0.20361966465345738
2024-12-10,0.8420353567631276,-1.0,0.20361966465345738
2024-12-11,0.8505081504839884,-1.0,0.20361966465345738
